manufacturer,age,training_before[Y/N],gender,body_fat[%],smoking[Y/N],alcohol_times_week,occupation,education,marital_status,kids,location,N sessions/w 1m1w,N sessions/w 1m2w,N sessions/w 1m3w,N sessions/w 1y1w,N sessions/w 1y2w,N sessions/w 1y3w
garmin,28,True,F,14,True,2,"Buyer, industrial",bachelor,married,2,"890 Mark Shores Suite 293
Allisonville, OH 51105",3,3,3,3,3,3
sony,33,True,F,25,False,1,Acupuncturist,phd,married,2,"039 Yates Port
Wallacefort, MS 38329",5,3,3,5,3,3
coospo,46,False,M,19,False,0,Statistician,phd,widowed,1,"476 Susan Crest Suite 577
Meyersbury, KY 33783",4,3,4,2,2,2
huawei,19,False,F,25,False,0,,school,single,0,"413 Darren Meadows Suite 780
Peterborough, MH 46637",3,3,3,2,2,2
coospo,46,False,M,20,False,3,Pension scheme manager,school,married,3,"32001 Rogers Parkway
Port Kellyshire, IL 13232",5,5,3,2,2,1
xiaomi,41,True,F,22,False,1,Curator,school,single,3,"231 Rice Forge
Rebeccamouth, AK 07016",4,3,4,4,3,4
oura,18,True,M,20,False,3,,school,single,0,"56489 Brian Cape
Kennedyborough, WV 34681",2,2,2,1,1,1
coospo,25,True,M,10,False,1,"Horticulturist, amenity",bachelor,separated,1,"846 Andrew Glen Apt. 955
Jonathanmouth, VI 58411",3,3,3,3,3,3
coospo,40,True,F,23,False,2,Chief Operating Officer,master,married,1,"836 Ryan Green Suite 638
Sarahmouth, WV 04597",3,2,2,3,2,2
coospo,39,True,M,21,False,0,Public affairs consultant,school,separated,2,"21841 Jessica Island Suite 392
Garciaview, RI 94513",3,3,4,3,3,4
garmin,60,True,M,10,False,0,Copy,phd,single,1,"176 Mccarthy Harbors Apt. 572
Lauramouth, KS 67547",3,4,3,3,4,3
oura,40,True,M,12,False,1,"Teacher, special educational needs",phd,divorced,0,"2077 Elizabeth Islands
East Michaelland, MH 26272",3,2,3,3,2,3
oura,29,True,M,18,False,3,Advertising copywriter,bachelor,divorced,0,"7812 Krista Vista Suite 434
New Kimberlyport, IA 95428",3,3,3,3,3,3
sony,19,True,F,20,False,2,,school,single,0,"9107 Carr Road
North Phillipchester, VA 87257",3,3,3,3,3,3
fitbit,36,True,F,25,False,1,Site engineer,bachelor,single,3,"3187 Hawkins Lane
Nguyenland, NE 11520",3,2,5,3,2,5
sony,32,True,M,20,False,3,"Surveyor, rural practice",master,separated,0,"5923 Miller Spurs
Kathyfort, MS 12435",3,4,3,2,3,2
oura,40,True,M,19,False,1,Race relations officer,master,single,1,"2458 Janice Centers Suite 327
New Robert, OK 75616",3,4,3,3,4,3
oura,25,True,M,16,False,0,English as a foreign language teacher,bachelor,single,2,"615 Joseph Passage
Woodschester, OR 85767",3,4,4,3,4,4
garmin,44,True,M,14,False,0,Careers information officer,phd,single,3,"836 Greene Meadow
Meganville, PW 48749",3,3,3,3,3,3
oura,23,True,M,12,False,0,Retail banker,master,divorced,1,"37709 Cooper Union Suite 110
New Christinaberg, AS 88112",3,4,4,3,4,4
oura,62,True,F,28,False,2,"Journalist, newspaper",bachelor,widowed,3,"4884 Daniel Valleys Suite 054
Lake John, NY 58213",3,3,3,2,2,2
sony,31,True,F,24,False,3,"Designer, interior/spatial",school,married,2,"754 Ellis Garden Suite 487
Lake Catherinefort, TX 47359",4,3,3,4,3,3
fitbit,55,True,M,17,True,2,Herbalist,phd,widowed,3,"163 Bryan Land Apt. 433
Port Anthony, IL 65710",3,3,5,2,2,4
garmin,44,True,M,13,False,3,"Horticulturist, amenity",master,divorced,1,"6639 Jamie Valley
Pattersonshire, IA 72611",2,4,3,2,4,3
xiaomi,22,True,F,22,False,3,English as a second language teacher,master,divorced,1,"Unit 3541 Box 7135
DPO AA 24087",4,4,4,3,3,3
fitbit,18,True,F,23,False,0,,school,single,0,"8394 Cunningham Haven
New Lori, GA 19809",3,3,3,3,3,3
apple,27,True,F,27,False,1,Recruitment consultant,master,married,0,"6510 Alison Mission Suite 643
Barnettfort, MH 74373",3,3,3,3,3,3
oura,25,False,M,13,False,2,Publishing rights manager,master,married,2,"60698 Rodriguez Mountain
Paynetown, MO 77742",3,3,3,3,3,3
xiaomi,18,False,M,25,True,1,,school,single,0,"44441 Ford Roads Suite 463
East Regina, DE 95533",3,4,5,1,1,2
xiaomi,41,True,F,25,False,3,Arboriculturist,bachelor,widowed,2,"Unit 1109 Box 6959
DPO AA 66764",4,4,4,4,4,4
apple,23,True,F,22,False,2,Catering manager,bachelor,divorced,2,"961 Jillian Club Suite 516
North Angelaton, TN 15398",3,3,3,3,3,3
huawei,52,True,M,11,False,3,"Therapist, speech and language",bachelor,married,1,"547 Kendra Drive
Phamtown, ID 09163",3,4,2,2,3,2
huawei,46,False,F,24,False,3,Energy manager,bachelor,widowed,2,"37102 Arnold Vista Suite 145
Kellyfort, ND 84170",2,2,2,1,1,1
coospo,44,False,F,33,False,0,"Scientist, research (medical)",school,widowed,0,"USNV Stewart
FPO AP 84312",4,2,4,3,2,3
oura,35,False,F,36,False,3,Oncologist,master,divorced,3,"51538 Johnson Mountain Apt. 414
Kimberlyberg, AS 41056",2,4,3,1,2,2
xiaomi,47,True,F,15,False,2,Best boy,school,divorced,2,"2871 Barker Place
East Rachael, VI 98080",4,3,5,4,3,4
fitbit,31,True,F,27,False,3,IT technical support officer,school,single,0,"805 Gardner Garden Suite 730
Peterfort, VI 45355",3,3,3,2,2,2
oura,25,True,F,21,False,3,Textile designer,master,separated,0,"5374 Matthew Fields Apt. 887
Morsebury, OH 72582",3,3,2,3,3,2
xiaomi,27,True,F,29,True,2,Archaeologist,master,separated,0,"440 Eric Ridge
Erinside, NJ 20401",3,3,3,2,2,2
apple,29,True,M,15,False,2,"Accountant, chartered management",school,married,0,"75343 Andrew Haven
East Josephland, MS 40656",3,4,4,3,4,4
coospo,59,True,F,28,True,2,Occupational therapist,bachelor,separated,1,"3354 Young Circle Apt. 984
South Cheyenneburgh, VT 23163",3,2,2,2,1,1
huawei,26,True,F,29,True,0,"Civil engineer, contracting",bachelor,divorced,0,"PSC 6344, Box 1215
APO AP 81353",5,2,4,4,2,3
xiaomi,37,True,F,18,True,2,"Editor, commissioning",master,separated,2,"56946 Webb Court
Port Nathan, PW 10854",3,3,3,3,3,3
garmin,33,True,F,18,False,2,Waste management officer,master,single,2,"Unit 2441 Box 3157
DPO AE 13896",2,2,3,2,2,3
sony,29,True,M,17,False,2,Data scientist,school,single,2,"302 Howard Pine
Port Michael, GU 37163",5,3,4,5,3,4
sony,30,False,F,24,False,0,Local government officer,phd,married,0,"29209 Fields Ranch
Millerhaven, NV 86245",3,3,2,3,3,2
coospo,29,True,M,14,False,2,Seismic interpreter,master,single,1,"010 Joe Keys
West Kimberlyhaven, PA 78821",4,3,3,4,3,3
fitbit,19,True,F,23,True,2,,school,single,0,"985 Hunt Bypass Apt. 428
West Jenniferview, DE 46685",3,3,3,2,2,2
garmin,44,True,M,15,False,0,"Scientist, audiological",master,divorced,2,"07151 Jade Heights
Martinezport, WV 34703",3,3,2,3,3,2
fitbit,55,True,F,28,False,3,"Producer, television/film/video",school,widowed,0,"98653 Craig Circles
North Christianfurt, ME 36866",2,2,3,1,1,2
oura,33,True,M,13,False,1,Communications engineer,phd,single,1,"839 Kristen Fords Suite 332
Ronaldbury, AZ 29930",3,3,3,3,3,3
sony,19,True,M,20,False,2,,school,single,0,"04684 Wanda Vista Apt. 494
Tiffanyport, RI 94977",4,3,4,3,2,3
xiaomi,21,False,F,39,True,3,,school,separated,0,"7287 Jason Throughway
Robertsland, PA 78022",5,2,5,1,1,1
apple,45,False,M,14,True,0,Medical sales representative,phd,separated,0,"23212 Ball Ferry
Lake Joshuamouth, WY 26218",3,2,2,2,2,2
huawei,35,False,F,32,True,0,Financial controller,bachelor,divorced,1,"769 Smith Corners
Lake Robertview, AL 77963",3,3,4,2,2,2
fitbit,22,True,F,27,True,2,"Conservator, furniture",master,married,0,"1334 Cooper Falls Suite 770
Taylorside, NC 78876",3,3,3,2,2,2
huawei,43,False,M,24,True,1,"Surveyor, building",phd,widowed,3,"718 Davies Viaduct
Rosston, FM 83306",3,3,3,2,2,2
sony,53,True,M,9,False,3,Radiation protection practitioner,bachelor,widowed,1,"81206 Jones Lodge Suite 346
Rodgersburgh, MA 38663",3,3,2,2,2,2
coospo,52,True,M,15,False,1,"Programmer, applications",school,married,0,"5186 Williams Center Suite 518
East Dennismouth, OK 35017",4,4,2,4,4,2
garmin,30,False,F,38,False,0,Advertising copywriter,phd,single,1,"051 Branch Passage
Port Jesusside, KY 23650",3,5,5,2,4,4
huawei,39,True,F,24,False,0,Sales promotion account executive,master,single,2,"60463 Michelle Mill
North Jose, NE 27610",4,4,5,4,4,5
xiaomi,41,True,M,19,True,1,"Designer, multimedia",bachelor,married,2,"1382 Lee Extension
Olsonview, OK 41801",3,4,4,2,3,3
garmin,63,True,M,9,False,0,"Teacher, early years/pre",bachelor,divorced,3,"771 Cathy Union Suite 284
Andrewberg, MO 86370",5,3,5,4,3,4
xiaomi,48,True,M,11,True,0,"Psychologist, counselling",phd,separated,1,"1263 Duke Pines
Jillianborough, VA 57054",5,4,4,4,3,3
fitbit,45,False,F,34,False,1,"Accountant, chartered certified",bachelor,married,2,"Unit 1653 Box 7025
DPO AA 80734",3,4,3,2,3,2
garmin,21,False,M,24,False,0,,school,divorced,0,"1194 Martin Squares Apt. 381
Lake Michaelmouth, OR 14963",2,4,4,1,2,2
huawei,25,True,M,13,False,0,"Pharmacist, hospital",master,separated,1,"152 Michael Row
Ericburgh, TN 87349",3,2,3,3,2,3
fitbit,36,True,F,22,True,1,Amenity horticulturist,school,divorced,3,"3700 John Rue
North Alexandrafort, AL 21925",2,5,2,2,4,2
oura,44,True,F,25,False,2,Dealer,master,separated,3,"0380 John Pike Apt. 695
North Scottmouth, MD 88730",3,3,2,3,3,2
apple,42,True,F,16,True,3,Housing manager/officer,phd,married,2,"724 Buchanan Spur Suite 341
Port Johnview, MI 33801",3,2,2,2,2,2
oura,57,False,M,15,False,3,Risk analyst,master,single,1,"1300 Christopher Ports
East Dorothy, MD 49740",3,3,2,2,2,1
coospo,39,False,M,19,False,0,Archaeologist,school,separated,3,"91212 Zimmerman Haven Apt. 793
West Robinmouth, FM 93883",3,3,3,2,2,2
xiaomi,36,True,M,14,False,3,"Designer, graphic",school,separated,1,"27139 Jones Ferry
Troymouth, FL 22100",3,3,2,3,3,2
garmin,45,True,M,12,True,1,Museum education officer,master,separated,0,"10166 Debbie Lock
Paulmouth, TN 20365",4,4,4,4,4,4
fitbit,62,True,F,23,False,1,Teaching laboratory technician,school,separated,2,"5959 Owens Parks
South Ryan, AZ 07583",3,3,3,3,3,3
sony,33,True,M,9,True,1,Computer games developer,bachelor,single,1,"0506 Welch Club
North Victortown, IA 60601",4,4,3,4,4,3
oura,53,False,F,19,False,1,"Conservation officer, historic buildings",master,separated,0,"Unit 0439 Box 5517
DPO AP 74650",3,2,2,2,2,2
garmin,47,True,M,21,False,0,Public librarian,phd,married,2,"76587 Sims Walks
Smithfurt, NM 22795",3,3,3,2,2,2
xiaomi,60,True,M,20,False,1,Magazine features editor,school,separated,3,"PSC 0241, Box 5435
APO AA 57843",5,4,4,4,3,3
oura,65,True,F,24,False,1,Event organiser,master,single,2,"10690 Tom Hollow
Olsonhaven, MA 43080",4,4,3,4,4,3
coospo,46,True,M,20,True,2,Personal assistant,school,widowed,1,"80944 Jackson Terrace Suite 347
Dudleyville, AL 13631",2,3,3,1,2,2
garmin,35,False,F,28,False,0,Chartered legal executive (England and Wales),phd,divorced,3,"7861 Matthews Turnpike Apt. 921
South Jessica, AS 15411",3,5,5,2,4,4
xiaomi,19,True,M,13,False,2,,school,single,0,"5373 Michael Islands Apt. 218
Mayerborough, NY 69256",3,3,4,3,3,4
sony,24,False,F,23,False,3,Investment analyst,bachelor,separated,2,"858 Holmes Cliff
Lake Pamela, SC 65256",4,3,3,2,2,2
apple,42,False,F,24,False,1,"Journalist, newspaper",bachelor,married,3,"9470 Jonathan Roads Apt. 396
Maxwellview, PR 36564",2,2,2,2,2,2
xiaomi,44,True,F,27,True,3,"Surveyor, building control",school,single,0,"04851 Brett Flat
South Shanefurt, LA 78972",5,2,2,3,1,1
apple,60,True,M,15,False,2,"Conservator, furniture",school,separated,3,"68949 Olson Vista
Lewiston, TN 97379",3,5,5,3,4,4
huawei,33,False,F,23,False,3,"Pharmacist, hospital",phd,married,2,"54781 Peter Center
Phillipsland, VT 30506",3,3,3,2,2,2
fitbit,20,True,F,28,True,0,,school,divorced,0,"PSC 2257, Box 7739
APO AE 40383",4,3,5,2,2,3
fitbit,36,True,M,17,False,3,Chartered certified accountant,school,separated,0,"735 Darlene Fields
Smithstad, MO 44491",3,3,3,3,3,3
xiaomi,30,True,F,17,False,3,Control and instrumentation engineer,master,married,3,"Unit 0000 Box 7816
DPO AP 27063",3,3,2,3,3,2
xiaomi,25,True,M,12,True,2,"Administrator, education",master,divorced,2,"470 Stephanie Alley
New Jamesberg, KS 40542",3,3,3,3,3,3
oura,22,True,M,14,True,0,"Programmer, systems",master,divorced,2,"Unit 4554 Box 1083
DPO AE 42711",4,5,3,3,4,2
huawei,25,True,M,21,False,0,Education administrator,bachelor,divorced,1,"17675 Victoria Cliff
Lake Tarahaven, NM 68250",2,5,5,2,4,4
sony,58,True,M,20,False,1,Clinical molecular geneticist,school,married,2,"9414 Amy Gardens Suite 238
Nicoleview, ID 17757",2,2,2,2,2,2
oura,26,False,M,27,False,1,Printmaker,master,divorced,1,"59666 Benjamin Rest
Mcdonaldfort, UT 43150",3,3,3,2,2,2
oura,25,True,M,12,False,1,Microbiologist,master,single,0,"23926 Edwin Shore
Allenborough, AS 79687",2,3,3,2,3,3
fitbit,45,True,F,19,False,2,Amenity horticulturist,master,married,0,"745 Morgan Stream Apt. 690
Stephensmouth, MT 59287",3,4,2,3,4,2
huawei,64,False,M,24,True,2,Rural practice surveyor,bachelor,single,1,"804 Alexandra Burgs
Port Julietown, WY 99083",3,3,3,1,1,1
xiaomi,29,False,M,27,True,3,Metallurgist,bachelor,divorced,1,"009 Howell Stravenue
Jessicamouth, OR 49155",2,2,3,1,1,1
oura,23,True,M,11,False,3,"Surveyor, insurance",bachelor,separated,0,"826 Kristen Mission Apt. 451
Farrellville, VA 39927",4,4,2,3,3,2
apple,44,True,F,14,False,1,Quarry manager,school,divorced,1,"787 Perez Coves
Michaelport, KY 64628",2,2,3,2,2,3
xiaomi,58,True,M,11,False,0,Technical brewer,master,widowed,2,"73668 Morgan Run Apt. 115
Elizabethhaven, IA 42453",4,3,4,4,3,4
fitbit,18,True,F,19,False,0,,school,single,0,"433 Martin Turnpike Suite 595
Kristinland, MS 74397",3,3,3,3,3,3
huawei,42,False,M,28,False,3,Art gallery manager,master,single,0,"PSC 4703, Box 5986
APO AP 66876",2,2,3,1,1,2
coospo,29,True,F,19,False,3,Magazine features editor,phd,separated,0,"15446 David Walk
Wrightland, AS 80049",2,2,3,2,2,3
huawei,32,False,M,17,True,2,"Scientist, forensic",school,married,3,"167 Denise Meadows Suite 976
Port Amyhaven, ME 98435",3,4,3,2,3,2
coospo,22,True,F,15,False,1,Bonds trader,master,married,1,"69484 Sanders Squares Suite 582
Sylviastad, RI 39268",5,5,4,4,4,4
apple,25,False,F,20,True,0,Advertising account planner,bachelor,divorced,2,"6754 Laura Unions
Danielleland, MI 63287",3,3,3,2,2,2
huawei,27,True,F,26,True,1,Make,master,divorced,0,"08212 Gomez Knolls Suite 625
Robertsland, CO 64159",3,2,2,2,2,2
garmin,19,False,M,20,False,3,,school,single,0,"7911 Vargas Square Suite 687
East Pamela, RI 40390",2,3,2,1,1,1
apple,28,False,M,24,True,1,"Investment banker, corporate",bachelor,separated,1,"543 White Mountain Suite 861
Port Heatherbury, VT 43358",3,3,3,2,2,2
xiaomi,40,True,M,10,False,1,Pharmacologist,school,widowed,2,"3330 Rogers Brooks
Port Kaitlynview, NV 83552",3,4,2,3,4,2
coospo,43,False,M,16,False,1,Volunteer coordinator,school,single,1,"447 Debra Lakes Apt. 547
South Joshuafort, SD 20921",3,2,2,3,2,2
sony,53,True,M,18,True,0,Academic librarian,school,single,1,"9888 Kyle Fork Apt. 996
Lauraberg, AK 55440",4,5,4,3,4,3
apple,32,True,F,14,False,1,"Copywriter, advertising",school,divorced,2,"5150 Erika Roads Apt. 197
East Tyler, VT 43627",3,3,2,3,3,2
sony,25,True,M,12,False,2,Translator,master,single,0,"15219 Devon Keys Suite 972
East Annette, ME 35784",2,2,2,2,2,2
apple,30,True,M,17,False,3,Communications engineer,bachelor,single,0,"86413 Peck Trace
Camposport, MO 23371",3,2,2,3,2,2
fitbit,35,True,M,20,True,2,Operational investment banker,school,married,2,"031 Fitzpatrick Springs
Batesside, IL 62459",3,3,4,2,2,3
oura,58,True,M,21,False,0,Banker,master,separated,0,"993 Whitaker Road Apt. 236
Roybury, NM 49109",4,2,3,3,2,2
xiaomi,25,True,M,14,False,2,"Engineer, energy",bachelor,single,0,"58147 Guerra Trafficway
New James, NV 72310",4,3,4,4,3,4
fitbit,39,True,M,8,False,2,"Librarian, public",phd,divorced,0,"1408 Soto Cape
South Kellyhaven, MD 99036",3,3,3,3,3,3
apple,49,True,M,14,False,2,Freight forwarder,school,divorced,2,"1146 John Pass Suite 003
New Tristan, AK 06915",3,3,3,3,3,3
oura,18,True,M,14,False,1,,school,single,0,"141 Rivera Manors
Haydenstad, NC 08233",4,4,3,4,4,3
apple,45,False,F,23,False,3,Child psychotherapist,phd,divorced,3,"6562 Williams Square Suite 850
Lake Jessica, NH 42058",2,2,3,2,2,2
coospo,31,True,M,13,False,1,Physiological scientist,phd,divorced,3,"79512 Sharon Lane Suite 974
Samanthaburgh, AS 87406",3,3,3,3,3,3
coospo,22,True,F,23,False,0,Fast food restaurant manager,bachelor,single,0,"48596 Angela Lane
West Kimberlyview, WV 60725",3,2,4,3,2,4
sony,48,True,M,9,False,0,"Scientist, research (medical)",phd,married,2,"56326 Lee Forest Suite 795
Josephburgh, MS 19627",3,4,4,3,4,4
coospo,29,False,F,18,False,0,"Radiographer, therapeutic",school,married,2,"80768 Adriana Crossing Apt. 413
Jasonview, NM 15971",2,3,3,2,3,3
sony,48,True,M,11,False,1,Environmental consultant,phd,separated,0,"069 Lauren Orchard
South Annefurt, IL 88057",5,4,5,4,4,4
huawei,31,False,M,21,True,1,Planning and development surveyor,school,married,1,"576 Hall Dale Apt. 469
North Desireeburgh, NJ 71038",3,4,3,2,2,2
garmin,31,True,F,15,True,2,Government social research officer,phd,divorced,2,"9233 Jennifer Fork Suite 010
Adammouth, TX 93499",4,4,4,4,4,4
apple,26,True,M,20,False,2,Music tutor,bachelor,married,1,"52397 Tucker Trafficway
Randallland, VA 32676",3,2,3,3,2,3
fitbit,23,True,M,12,False,0,Armed forces technical officer,master,single,1,"3849 Andrea Field Suite 639
Lauramouth, ME 47985",3,3,5,3,3,4
fitbit,19,True,F,17,False,1,,school,single,0,"118 Andrew Greens Apt. 943
Port Emily, WI 35627",4,3,5,4,3,4
coospo,19,True,F,29,False,2,,school,single,0,"473 Allison Mills
Mcdanielhaven, KS 35110",3,3,3,2,2,2
apple,29,False,F,35,True,1,Film/video editor,master,married,2,"3472 Soto Viaduct Apt. 524
Sarastad, SC 78327",4,3,4,2,2,2
xiaomi,25,True,F,18,False,2,Aeronautical engineer,master,divorced,0,"441 Thompson Hills Suite 356
Alberthaven, ND 26043",2,3,2,2,3,2
sony,26,True,F,29,True,0,"Programmer, systems",bachelor,separated,1,"13414 Steven Canyon
Kristyshire, NJ 84766",3,3,4,2,2,3
fitbit,33,True,F,14,False,3,Logistics and distribution manager,master,separated,3,"73859 Perkins Fork Suite 295
Port Jared, PA 42582",2,3,5,2,3,4
huawei,34,True,M,11,False,0,Insurance broker,phd,divorced,2,"08692 Shannon Haven
Leport, MI 91582",3,3,3,3,3,3
coospo,51,False,F,21,False,0,Records manager,bachelor,widowed,3,"70184 Oconnor Neck Apt. 608
Shaneburgh, AS 09334",3,3,2,2,2,2
oura,45,False,M,16,False,2,Medical technical officer,school,single,0,"0990 Michael Estate
North Jayfort, ND 08570",5,4,3,4,4,3
sony,23,True,F,21,True,3,Chartered loss adjuster,master,divorced,2,"18064 Foster Drive
Kaylaville, PR 12478",3,4,4,2,2,2
garmin,22,True,M,20,False,3,Glass blower/designer,bachelor,single,0,"68237 Snyder Keys
East Nathan, RI 68590",4,2,2,2,1,1
coospo,20,True,F,15,False,3,,school,single,0,"PSC 4831, Box 8838
APO AA 96053",3,4,4,2,3,3
coospo,31,True,F,28,False,2,"Education officer, environmental",master,divorced,0,"9018 Michelle Garden
Andrewfort, TN 52220",4,3,4,4,3,4
sony,41,True,M,14,False,0,Adult nurse,phd,separated,3,"108 Christensen Road
Lake Oscarton, PW 15786",2,3,2,2,3,2
huawei,63,True,F,26,False,1,Paediatric nurse,bachelor,separated,0,"8344 Shelia Pine
North Christie, RI 21386",3,3,3,2,2,2
coospo,26,False,F,22,False,1,Hydrographic surveyor,bachelor,separated,2,"USNV Allen
FPO AA 62933",4,2,2,4,2,2
garmin,22,False,M,19,False,0,Musician,master,divorced,2,"72030 Dorsey Plaza Suite 101
North Brianstad, NM 85256",4,3,3,2,2,2
garmin,51,True,M,10,False,0,Garment/textile technologist,bachelor,single,0,"PSC 4077, Box 9835
APO AE 73862",3,2,2,3,2,2
apple,31,True,F,21,False,3,"Exhibitions officer, museum/gallery",bachelor,separated,3,"149 Martinez Views
Mayfurt, HI 18564",3,4,4,3,4,4
xiaomi,45,True,F,21,True,0,Recycling officer,bachelor,divorced,1,"45028 Robertson Unions
West Nancy, KS 70004",3,2,2,3,2,2
apple,52,True,F,26,False,0,"Journalist, magazine",school,separated,0,"USCGC Gross
FPO AP 70467",2,2,4,2,2,3
sony,31,False,M,22,True,1,"Development worker, community",school,divorced,1,"87935 Sullivan Estate
Kellyview, CA 60059",4,3,2,2,2,1
garmin,25,True,F,17,True,2,Product manager,master,married,2,"001 Ballard Parks
Billyhaven, KS 03440",3,2,4,3,2,4
garmin,50,True,F,24,False,2,Sports therapist,master,married,1,"079 Rodriguez Island Apt. 265
Lake Russell, MN 81736",3,3,3,3,3,3
huawei,29,True,M,18,True,0,Animator,bachelor,single,2,"25905 Henry Dam
South Connieburgh, PR 94956",2,5,4,2,4,4
apple,33,True,F,14,False,2,Analytical chemist,phd,divorced,2,"6755 James Oval
Port Danielstad, MH 89224",4,4,3,4,4,3
fitbit,32,False,F,19,False,3,Chartered legal executive (England and Wales),bachelor,divorced,1,"780 Kathryn Fords
Amandachester, KS 23361",3,4,2,2,3,2
huawei,63,True,M,21,False,1,Information systems manager,school,separated,3,"59716 Dickson Isle Suite 563
Youngbury, FM 75545",3,3,3,2,2,2
apple,30,True,F,23,False,0,Commercial/residential surveyor,school,separated,0,"608 Sarah Key
Kellyhaven, NY 49553",2,4,2,2,4,2
huawei,39,True,M,13,False,1,Firefighter,bachelor,single,2,"592 Ruben Harbor
Dukeside, NM 23013",4,3,4,4,3,4
garmin,40,True,M,9,True,1,Oncologist,bachelor,divorced,2,"26500 Giles Gardens
New Dawn, PR 96045",4,4,3,4,4,3
